id,product_id,buyer_id,seller_id,order_status,total_price,delivery_method,meetup_location_id,meetup_time_slot,shipping_address_id,shipping_provider,tracking_number,create_time
102759,4545,872,890,PENDING_PAYMENT,120.0,EXPRESS,,,1734,SF,,2026-08-11 19:00:42
102760,641,828,287,PENDING_PAYMENT,100.0,MEETUP,12,12:00-13:00,,,,2026-08-09 20:29:42
102761,4783,347,546,PENDING_PAYMENT,60.0,EXPRESS,,,706,SF,,2026-08-07 14:06:42
102762,704,549,828,PENDING_PAYMENT,60.0,MEETUP,28,12:00-13:00,,,,2026-08-14 09:02:42
102763,3220,257,735,PENDING_PAYMENT,2.0,MEETUP,15,12:00-13:00,,,,2026-08-09 17:05:42
102764,3805,505,174,PENDING_PAYMENT,50.0,MEETUP,1,17:00-18:00,,,,2026-08-07 12:56:42
102765,1455,185,148,PENDING_PAYMENT,12.0,MEETUP,4,12:00-13:00,,,,2026-08-14 15:00:42
102766,2871,952,150,PENDING_PAYMENT,150.0,MEETUP,7,18:00-19:00,,,,2026-08-08 08:59:42
102767,1001,469,426,PENDING_PAYMENT,3.0,MEETUP,19,17:00-18:00,,,,2026-08-14 13:34:42
102768,3668,93,79,PENDING_PAYMENT,80.0,EXPRESS,,,196,SF,,2026-08-07 16:23:42
102769,2908,44,750,PENDING_PAYMENT,200.0,EXPRESS,,,94,SF,,2026-08-14 23:26:42
102770,4077,231,134,PENDING_PAYMENT,60.0,MEETUP,1,17:00-18:00,,,,2026-08-10 17:59:42
102771,3929,924,150,PENDING_PAYMENT,12.0,MEETUP,27,18:00-19:00,,,,2026-08-06 20:22:42
102772,3719,39,720,PENDING_PAYMENT,5.0,MEETUP,15,18:00-19:00,,,,2026-08-12 07:25:42
102773,3332,681,585,PENDING_PAYMENT,30.0,EXPRESS,,,1360,SF,,2026-08-13 15:08:42
102774,2314,124,626,PENDING_PAYMENT,15.0,MEETUP,22,12:00-13:00,,,,2026-08-07 13:16:42
102775,4956,809,706,PENDING_PAYMENT,150.0,MEETUP,6,17:00-18:00,,,,2026-08-13 00:36:42
102776,4033,798,538,PENDING_PAYMENT,80.0,MEETUP,27,12:00-13:00,,,,2026-08-16 07:54:42
102777,3506,449,985,PENDING_PAYMENT,100.0,MEETUP,12,19:00-20:00,,,,2026-08-10 12:31:42
102778,4363,714,109,PENDING_PAYMENT,15.0,EXPRESS,,,1422,SF,,2026-08-08 02:13:42
102779,505,813,695,PENDING_PAYMENT,10.0,MEETUP,2,19:00-20:00,,,,2026-08-13 10:21:42
102780,1521,635,728,PENDING_PAYMENT,5.0,MEETUP,9,18:00-19:00,,,,2026-08-16 07:24:42
102781,1729,131,904,PENDING_PAYMENT,8.0,EXPRESS,,,269,SF,,2026-08-13 17:33:42
102782,3406,156,771,PENDING_PAYMENT,150.0,EXPRESS,,,326,SF,,2026-08-07 04:46:42
102783,1063,876,15,PENDING_PAYMENT,12.0,MEETUP,16,12:00-13:00,,,,2026-08-07 15:38:42
102784,2547,164,692,PENDING_PAYMENT,8.0,EXPRESS,,,341,SF,,2026-08-08 12:50:42
102785,3512,8,29,PENDING_PAYMENT,10.0,EXPRESS,,,21,SF,,2026-08-15 23:49:42
102786,1538,210,937,PENDING_PAYMENT,12.0,MEETUP,29,19:00-20:00,,,,2026-08-09 12:59:42
102787,3201,753,247,PENDING_PAYMENT,3.0,MEETUP,20,17:00-18:00,,,,2026-08-08 04:33:42
102788,448,949,832,PENDING_PAYMENT,30.0,EXPRESS,,,1900,SF,,2026-08-12 20:04:42
102789,1201,919,75,PENDING_PAYMENT,5.0,MEETUP,27,18:00-19:00,,,,2026-08-08 07:04:42
102790,4193,942,313,PENDING_PAYMENT,5.0,MEETUP,5,18:00-19:00,,,,2026-08-09 06:16:42
102791,4770,711,895,PENDING_PAYMENT,3.0,EXPRESS,,,1414,SF,,2026-08-07 03:46:42
102792,2837,105,803,PENDING_PAYMENT,12.0,MEETUP,18,19:00-20:00,,,,2026-08-10 09:50:42
102793,3804,174,405,PENDING_PAYMENT,120.0,EXPRESS,,,363,SF,,2026-08-15 01:19:42
102794,3010,670,358,PENDING_PAYMENT,1.0,EXPRESS,,,1337,SF,,2026-08-07 10:33:42
102795,1663,284,304,PENDING_PAYMENT,1.0,EXPRESS,,,592,SF,,2026-08-13 02:08:42
102796,2995,174,912,PENDING_PAYMENT,120.0,MEETUP,10,19:00-20:00,,,,2026-08-15 15:57:42
102797,656,60,438,PENDING_PAYMENT,8.0,EXPRESS,,,130,SF,,2026-08-06 20:26:42
102798,4657,764,143,PENDING_PAYMENT,150.0,EXPRESS,,,1531,SF,,2026-08-13 19:40:42
102799,2261,107,295,PENDING_PAYMENT,30.0,MEETUP,5,18:00-19:00,,,,2026-08-14 05:11:42
102800,1346,521,19,PENDING_PAYMENT,200.0,MEETUP,13,18:00-19:00,,,,2026-08-14 23:33:42
102801,3379,331,580,PENDING_PAYMENT,10.0,EXPRESS,,,680,SF,,2026-08-10 18:41:42
102802,2862,414,896,PENDING_PAYMENT,2.0,EXPRESS,,,841,SF,,2026-08-07 03:43:42
102803,4718,747,756,PENDING_PAYMENT,10.0,EXPRESS,,,1488,SF,,2026-08-15 02:56:42
102804,3238,673,872,PENDING_PAYMENT,5.0,EXPRESS,,,1345,SF,,2026-08-16 03:27:42
102805,4869,272,552,PENDING_PAYMENT,120.0,MEETUP,6,12:00-13:00,,,,2026-08-16 12:47:42
102806,3014,910,945,PENDING_PAYMENT,80.0,EXPRESS,,,1813,SF,,2026-08-13 03:54:42
102807,1448,82,297,PENDING_PAYMENT,80.0,EXPRESS,,,173,SF,,2026-08-08 03:54:42
102808,4612,67,810,PENDING_PAYMENT,15.0,MEETUP,29,19:00-20:00,,,,2026-08-09 20:26:42
102809,899,949,46,PENDING_PAYMENT,15.0,EXPRESS,,,1899,SF,,2026-08-08 14:42:42
102810,1681,483,972,PENDING_PAYMENT,50.0,EXPRESS,,,979,SF,,2026-08-13 18:05:42
102811,1308,649,341,PENDING_PAYMENT,2.0,EXPRESS,,,1292,SF,,2026-08-11 16:42:42
102812,1785,150,641,PENDING_PAYMENT,200.0,EXPRESS,,,312,SF,,2026-08-16 16:21:42
102813,4007,944,792,PENDING_PAYMENT,15.0,MEETUP,26,19:00-20:00,,,,2026-08-13 03:31:42
102814,1465,494,416,PENDING_PAYMENT,150.0,EXPRESS,,,1003,SF,,2026-08-16 01:08:42
102815,3277,50,79,PENDING_PAYMENT,100.0,MEETUP,6,12:00-13:00,,,,2026-08-07 14:57:42
102816,1244,699,873,PENDING_PAYMENT,15.0,EXPRESS,,,1391,SF,,2026-08-09 22:37:42
102817,2221,662,968,PENDING_PAYMENT,5.0,EXPRESS,,,1322,SF,,2026-08-08 01:45:42
102818,2097,559,223,PENDING_PAYMENT,20.0,MEETUP,5,17:00-18:00,,,,2026-08-15 04:15:42
102819,2134,857,18,PENDING_PAYMENT,12.0,EXPRESS,,,1704,SF,,2026-08-08 03:09:42
102820,2158,116,892,PENDING_PAYMENT,50.0,EXPRESS,,,238,SF,,2026-08-16 12:49:42
102821,2450,476,99,PENDING_PAYMENT,25.0,EXPRESS,,,966,SF,,2026-08-07 19:22:42
102822,202,814,81,PENDING_PAYMENT,150.0,EXPRESS,,,1617,SF,,2026-08-09 09:24:42
102823,2012,527,333,PENDING_PAYMENT,100.0,MEETUP,24,19:00-20:00,,,,2026-08-09 23:37:42
102824,3999,116,490,PENDING_PAYMENT,3.0,MEETUP,30,18:00-19:00,,,,2026-08-11 23:16:42
102825,4339,362,758,PENDING_PAYMENT,20.0,EXPRESS,,,739,SF,,2026-08-09 14:33:42
102826,3008,253,462,PENDING_PAYMENT,5.0,EXPRESS,,,525,SF,,2026-08-11 08:30:42
102827,45,870,786,PENDING_PAYMENT,150.0,EXPRESS,,,1731,SF,,2026-08-14 12:43:42
102828,4242,595,188,PENDING_PAYMENT,20.0,MEETUP,11,12:00-13:00,,,,2026-08-10 00:48:42
102829,1865,721,131,PENDING_PAYMENT,200.0,MEETUP,14,17:00-18:00,,,,2026-08-14 20:03:42
102830,1495,609,831,PENDING_PAYMENT,12.0,MEETUP,30,18:00-19:00,,,,2026-08-16 11:39:42
102831,703,198,635,PENDING_PAYMENT,10.0,EXPRESS,,,415,SF,,2026-08-16 03:08:42
102832,371,882,900,PENDING_PAYMENT,12.0,EXPRESS,,,1753,SF,,2026-08-15 07:50:42
102833,2615,162,995,PENDING_PAYMENT,200.0,EXPRESS,,,338,SF,,2026-08-14 15:00:42
102834,4007,935,792,PENDING_PAYMENT,15.0,MEETUP,1,19:00-20:00,,,,2026-08-08 16:43:42
102835,1432,627,801,PENDING_PAYMENT,30.0,MEETUP,4,12:00-13:00,,,,2026-08-15 00:59:42
102836,1464,987,494,PENDING_PAYMENT,2.0,EXPRESS,,,1973,SF,,2026-08-16 07:14:42
102837,4108,144,686,PENDING_PAYMENT,80.0,EXPRESS,,,295,SF,,2026-08-12 07:17:42
102838,4998,988,41,PENDING_PAYMENT,60.0,EXPRESS,,,1974,SF,,2026-08-07 01:18:42
102839,4374,765,924,PENDING_PAYMENT,12.0,MEETUP,22,12:00-13:00,,,,2026-08-08 07:22:42
102840,1481,275,400,PENDING_PAYMENT,20.0,EXPRESS,,,572,SF,,2026-08-16 12:15:42
102841,774,442,807,PENDING_PAYMENT,60.0,MEETUP,27,12:00-13:00,,,,2026-08-08 19:02:42
102842,1944,213,298,PENDING_PAYMENT,5.0,EXPRESS,,,448,SF,,2026-08-08 22:02:42
102843,2836,75,472,PENDING_PAYMENT,12.0,MEETUP,28,17:00-18:00,,,,2026-08-11 12:24:42
102844,3433,658,82,PENDING_PAYMENT,5.0,EXPRESS,,,1314,SF,,2026-08-13 20:20:42
102845,1191,689,991,PENDING_PAYMENT,5.0,EXPRESS,,,1373,SF,,2026-08-15 20:38:42
102846,1075,17,36,PENDING_PAYMENT,5.0,EXPRESS,,,36,SF,,2026-08-16 16:08:42
102847,2839,429,619,PENDING_PAYMENT,80.0,MEETUP,8,12:00-13:00,,,,2026-08-07 19:53:42
102848,3873,357,326,PENDING_PAYMENT,150.0,EXPRESS,,,728,SF,,2026-08-12 09:16:42
102849,1673,679,944,PENDING_PAYMENT,20.0,MEETUP,5,17:00-18:00,,,,2026-08-13 17:13:42
102850,4093,846,214,PENDING_PAYMENT,12.0,EXPRESS,,,1682,SF,,2026-08-13 14:20:42
102851,4954,251,710,PENDING_PAYMENT,25.0,MEETUP,25,12:00-13:00,,,,2026-08-12 00:07:42
102852,4597,555,306,PENDING_PAYMENT,80.0,MEETUP,14,18:00-19:00,,,,2026-08-12 17:29:42
102853,1652,899,750,PENDING_PAYMENT,120.0,EXPRESS,,,1790,SF,,2026-08-14 21:42:42
102854,3541,441,356,PENDING_PAYMENT,8.0,MEETUP,24,18:00-19:00,,,,2026-08-07 13:08:42
102855,4607,167,514,PENDING_PAYMENT,10.0,MEETUP,9,19:00-20:00,,,,2026-08-13 02:45:42
102856,3005,832,57,PENDING_PAYMENT,5.0,EXPRESS,,,1652,SF,,2026-08-15 05:17:42
102857,4961,81,583,PENDING_PAYMENT,3.0,EXPRESS,,,170,SF,,2026-08-10 21:37:42
102858,735,249,404,PENDING_PAYMENT,25.0,MEETUP,2,12:00-13:00,,,,2026-08-10 21:51:42
102859,568,665,367,PENDING_PAYMENT,1.0,MEETUP,1,12:00-13:00,,,,2026-08-15 16:56:42
102860,2727,566,792,PENDING_PAYMENT,200.0,MEETUP,4,18:00-19:00,,,,2026-08-12 11:36:42
102861,1125,258,426,PENDING_PAYMENT,25.0,EXPRESS,,,536,SF,,2026-08-10 19:31:42
102862,1011,198,333,PENDING_PAYMENT,1.0,EXPRESS,,,414,SF,,2026-08-10 06:43:42
102863,4609,17,347,PENDING_PAYMENT,80.0,EXPRESS,,,36,SF,,2026-08-08 04:34:42
102864,3568,322,160,PENDING_PAYMENT,1.0,EXPRESS,,,661,SF,,2026-08-07 16:02:42
102865,764,801,327,PENDING_PAYMENT,10.0,MEETUP,20,18:00-19:00,,,,2026-08-07 18:37:42
102866,345,74,3,PENDING_PAYMENT,50.0,MEETUP,16,17:00-18:00,,,,2026-08-11 21:48:42
102867,4047,362,199,PENDING_PAYMENT,10.0,MEETUP,5,19:00-20:00,,,,2026-08-13 11:20:42
102868,537,456,109,PENDING_PAYMENT,30.0,EXPRESS,,,931,SF,,2026-08-11 23:21:42
102869,2900,424,928,PENDING_PAYMENT,80.0,MEETUP,15,18:00-19:00,,,,2026-08-09 03:27:42
102870,3801,567,493,PENDING_PAYMENT,1.0,MEETUP,6,12:00-13:00,,,,2026-08-07 19:31:42
102871,3710,910,183,PENDING_PAYMENT,15.0,MEETUP,7,19:00-20:00,,,,2026-08-14 06:35:42
102872,3539,701,650,PENDING_PAYMENT,1.0,MEETUP,15,17:00-18:00,,,,2026-08-16 17:37:42
102873,2578,67,334,PENDING_PAYMENT,15.0,EXPRESS,,,143,SF,,2026-08-10 23:51:42
102874,2687,71,893,PENDING_PAYMENT,5.0,EXPRESS,,,150,SF,,2026-08-07 19:46:42
102875,3602,238,760,PENDING_PAYMENT,20.0,MEETUP,23,18:00-19:00,,,,2026-08-16 13:48:42
102876,2509,168,454,PENDING_PAYMENT,10.0,MEETUP,16,17:00-18:00,,,,2026-08-14 23:17:42
102877,4278,933,323,PENDING_PAYMENT,12.0,MEETUP,8,19:00-20:00,,,,2026-08-14 14:39:42
102878,1084,524,614,PENDING_PAYMENT,10.0,MEETUP,7,18:00-19:00,,,,2026-08-11 19:04:42
102879,1168,637,615,PENDING_PAYMENT,5.0,MEETUP,30,19:00-20:00,,,,2026-08-15 13:46:42
102880,1954,32,262,PENDING_PAYMENT,15.0,MEETUP,25,18:00-19:00,,,,2026-08-12 21:55:42
102881,31,821,766,PENDING_PAYMENT,20.0,EXPRESS,,,1630,SF,,2026-08-13 14:37:42
102882,4479,656,267,PENDING_PAYMENT,1.0,EXPRESS,,,1309,SF,,2026-08-12 10:52:42
102883,2779,104,344,PENDING_PAYMENT,20.0,MEETUP,22,19:00-20:00,,,,2026-08-11 22:21:42
102884,4415,459,550,PENDING_PAYMENT,8.0,MEETUP,12,18:00-19:00,,,,2026-08-12 02:55:42
102885,373,367,398,PENDING_PAYMENT,25.0,EXPRESS,,,747,SF,,2026-08-11 14:03:42
102886,4705,665,347,PENDING_PAYMENT,15.0,EXPRESS,,,1327,SF,,2026-08-07 11:52:42
102887,4683,719,531,PENDING_PAYMENT,100.0,MEETUP,26,17:00-18:00,,,,2026-08-12 19:47:42
102888,720,358,650,PENDING_PAYMENT,2.0,MEETUP,30,17:00-18:00,,,,2026-08-08 13:06:42
102889,1769,250,882,PENDING_PAYMENT,1.0,MEETUP,26,12:00-13:00,,,,2026-08-15 02:29:42
102890,884,970,481,PENDING_PAYMENT,120.0,EXPRESS,,,1942,SF,,2026-08-09 22:37:42
102891,2877,396,194,PENDING_PAYMENT,5.0,MEETUP,19,12:00-13:00,,,,2026-08-09 02:27:42
102892,1040,667,908,PENDING_PAYMENT,10.0,MEETUP,3,17:00-18:00,,,,2026-08-08 09:24:42
102893,504,315,50,PENDING_PAYMENT,30.0,MEETUP,6,17:00-18:00,,,,2026-08-09 09:59:42
102894,1614,10,700,PENDING_PAYMENT,150.0,MEETUP,27,17:00-18:00,,,,2026-08-07 21:45:42
102895,3023,906,644,PENDING_PAYMENT,3.0,EXPRESS,,,1806,SF,,2026-08-09 22:41:42
102896,653,356,292,PENDING_PAYMENT,100.0,EXPRESS,,,726,SF,,2026-08-09 17:41:42
102897,4554,732,572,PENDING_PAYMENT,50.0,EXPRESS,,,1452,SF,,2026-08-09 14:14:42
102898,3410,4,877,PENDING_PAYMENT,20.0,MEETUP,7,17:00-18:00,,,,2026-08-10 18:28:42
102899,1589,354,248,PENDING_PAYMENT,12.0,MEETUP,26,19:00-20:00,,,,2026-08-08 22:01:42
102900,118,140,475,PENDING_PAYMENT,15.0,MEETUP,24,12:00-13:00,,,,2026-08-09 08:53:42
102901,4319,102,148,PENDING_PAYMENT,80.0,MEETUP,11,17:00-18:00,,,,2026-08-11 14:00:42
102902,849,445,5,PENDING_PAYMENT,5.0,MEETUP,5,19:00-20:00,,,,2026-08-11 14:45:42
102903,852,813,135,PENDING_PAYMENT,12.0,MEETUP,19,19:00-20:00,,,,2026-08-11 19:38:42
102904,3890,86,629,PENDING_PAYMENT,5.0,MEETUP,8,18:00-19:00,,,,2026-08-15 02:49:42
102905,1305,615,153,PENDING_PAYMENT,20.0,MEETUP,23,19:00-20:00,,,,2026-08-08 05:58:42
102906,417,388,119,PENDING_PAYMENT,100.0,MEETUP,11,17:00-18:00,,,,2026-08-09 19:51:42
102907,1690,680,906,PENDING_PAYMENT,200.0,MEETUP,30,18:00-19:00,,,,2026-08-08 04:22:42
102908,3112,512,271,PENDING_PAYMENT,150.0,EXPRESS,,,1045,SF,,2026-08-15 16:54:42
102909,4763,881,433,PENDING_PAYMENT,5.0,MEETUP,22,17:00-18:00,,,,2026-08-12 22:08:42
102910,1325,11,121,PENDING_PAYMENT,50.0,EXPRESS,,,25,SF,,2026-08-14 07:01:42
102911,3945,219,968,PENDING_PAYMENT,50.0,MEETUP,13,18:00-19:00,,,,2026-08-10 14:20:42
102912,2635,577,7,PENDING_PAYMENT,100.0,MEETUP,29,19:00-20:00,,,,2026-08-07 16:33:42
102913,4454,671,781,PENDING_PAYMENT,200.0,MEETUP,26,12:00-13:00,,,,2026-08-07 16:54:42
102914,92,242,356,PENDING_PAYMENT,120.0,EXPRESS,,,502,SF,,2026-08-09 08:21:42
102915,333,650,754,PENDING_PAYMENT,30.0,MEETUP,30,19:00-20:00,,,,2026-08-13 11:24:42
102916,3732,610,545,PENDING_PAYMENT,3.0,EXPRESS,,,1216,SF,,2026-08-14 20:33:42
102917,4265,893,129,PENDING_PAYMENT,5.0,MEETUP,13,18:00-19:00,,,,2026-08-09 09:14:42
102918,4236,345,23,PENDING_PAYMENT,100.0,EXPRESS,,,702,SF,,2026-08-08 03:11:42
102919,1869,671,97,PENDING_PAYMENT,50.0,MEETUP,12,19:00-20:00,,,,2026-08-12 09:41:42
102920,1823,551,907,PENDING_PAYMENT,8.0,EXPRESS,,,1111,SF,,2026-08-13 10:07:42
102921,843,777,881,PENDING_PAYMENT,8.0,EXPRESS,,,1549,SF,,2026-08-07 12:19:42
102922,893,82,954,PENDING_PAYMENT,15.0,EXPRESS,,,173,SF,,2026-08-07 20:29:42
102923,1528,899,84,PENDING_PAYMENT,100.0,MEETUP,4,17:00-18:00,,,,2026-08-09 07:17:42
102924,3511,289,260,PENDING_PAYMENT,60.0,EXPRESS,,,608,SF,,2026-08-14 17:31:42
102925,4067,622,553,PENDING_PAYMENT,25.0,EXPRESS,,,1239,SF,,2026-08-14 12:20:42
102926,2306,157,234,PENDING_PAYMENT,50.0,MEETUP,17,17:00-18:00,,,,2026-08-09 21:18:42
102927,2985,689,7,PENDING_PAYMENT,30.0,EXPRESS,,,1375,SF,,2026-08-16 17:51:42
102928,235,920,776,PENDING_PAYMENT,8.0,MEETUP,30,12:00-13:00,,,,2026-08-15 13:49:42
102929,4615,139,922,PENDING_PAYMENT,30.0,EXPRESS,,,286,SF,,2026-08-12 06:08:42
102930,1712,205,808,PENDING_PAYMENT,8.0,MEETUP,6,19:00-20:00,,,,2026-08-13 00:05:42
102931,4758,350,676,PENDING_PAYMENT,15.0,MEETUP,26,19:00-20:00,,,,2026-08-12 16:57:42
102932,1647,233,145,PENDING_PAYMENT,2.0,MEETUP,25,12:00-13:00,,,,2026-08-13 14:22:42
102933,1705,856,577,PENDING_PAYMENT,8.0,MEETUP,14,18:00-19:00,,,,2026-08-16 17:07:42
102934,2610,94,781,PENDING_PAYMENT,20.0,EXPRESS,,,197,SF,,2026-08-13 00:41:42
102935,2999,128,21,PENDING_PAYMENT,80.0,MEETUP,1,17:00-18:00,,,,2026-08-06 23:36:42
102936,4668,143,719,PENDING_PAYMENT,200.0,MEETUP,23,12:00-13:00,,,,2026-08-13 12:14:42
102937,411,210,979,PENDING_PAYMENT,8.0,EXPRESS,,,440,SF,,2026-08-14 01:19:42
102938,4711,343,782,PENDING_PAYMENT,3.0,MEETUP,18,17:00-18:00,,,,2026-08-12 11:47:42
102939,3030,950,775,PENDING_PAYMENT,15.0,EXPRESS,,,1902,SF,,2026-08-15 20:19:42
102940,2337,720,194,PENDING_PAYMENT,100.0,EXPRESS,,,1435,SF,,2026-08-12 07:32:42
102941,3452,608,985,PENDING_PAYMENT,50.0,MEETUP,7,17:00-18:00,,,,2026-08-10 07:38:42
102942,2604,252,600,PENDING_PAYMENT,8.0,MEETUP,21,18:00-19:00,,,,2026-08-09 09:40:42
102943,2463,480,972,PENDING_PAYMENT,25.0,EXPRESS,,,972,SF,,2026-08-10 09:15:42
102944,2015,159,229,PENDING_PAYMENT,3.0,EXPRESS,,,331,SF,,2026-08-13 14:03:42
102945,4784,632,469,PENDING_PAYMENT,12.0,EXPRESS,,,1258,SF,,2026-08-12 11:44:42
102946,495,664,672,PENDING_PAYMENT,60.0,EXPRESS,,,1325,SF,,2026-08-15 14:48:42
102947,3727,737,70,PENDING_PAYMENT,150.0,MEETUP,9,17:00-18:00,,,,2026-08-09 00:29:42
102948,2868,27,867,PENDING_PAYMENT,20.0,EXPRESS,,,56,SF,,2026-08-13 03:56:42
102949,1078,257,907,PENDING_PAYMENT,25.0,MEETUP,21,19:00-20:00,,,,2026-08-12 00:53:42
102950,3616,564,472,PENDING_PAYMENT,50.0,MEETUP,16,19:00-20:00,,,,2026-08-07 01:49:42
102951,3939,704,526,PENDING_PAYMENT,10.0,MEETUP,22,19:00-20:00,,,,2026-08-12 14:52:42
102952,3979,259,419,PENDING_PAYMENT,12.0,MEETUP,15,18:00-19:00,,,,2026-08-14 21:26:42
102953,3892,503,77,PENDING_PAYMENT,1.0,EXPRESS,,,1019,SF,,2026-08-11 15:53:42
102954,4581,91,158,PENDING_PAYMENT,2.0,EXPRESS,,,191,SF,,2026-08-08 01:25:42
102955,4581,456,158,PENDING_PAYMENT,2.0,MEETUP,3,19:00-20:00,,,,2026-08-09 10:13:42
102956,4030,880,267,PENDING_PAYMENT,2.0,EXPRESS,,,1749,SF,,2026-08-13 16:31:42
102957,1210,680,776,PENDING_PAYMENT,5.0,EXPRESS,,,1359,SF,,2026-08-16 05:08:42
102958,3111,878,477,PENDING_PAYMENT,25.0,EXPRESS,,,1745,SF,,2026-08-15 08:05:42
102959,2341,62,810,PENDING_PAYMENT,30.0,MEETUP,26,17:00-18:00,,,,2026-08-07 23:46:42
102960,3562,154,844,PENDING_PAYMENT,10.0,EXPRESS,,,319,SF,,2026-08-11 11:05:42
102961,3329,967,748,PENDING_PAYMENT,60.0,EXPRESS,,,1937,SF,,2026-08-07 21:55:42
102962,1334,571,593,PENDING_PAYMENT,120.0,EXPRESS,,,1150,SF,,2026-08-14 20:37:42
102963,3003,325,105,PENDING_PAYMENT,3.0,EXPRESS,,,667,SF,,2026-08-15 15:04:42
102964,3987,787,991,PENDING_PAYMENT,60.0,EXPRESS,,,1568,SF,,2026-08-07 07:23:42
102965,1775,587,914,PENDING_PAYMENT,5.0,MEETUP,3,18:00-19:00,,,,2026-08-09 18:18:42
102966,2958,654,230,PENDING_PAYMENT,100.0,EXPRESS,,,1305,SF,,2026-08-10 14:10:42
102967,4970,364,765,PENDING_PAYMENT,1.0,EXPRESS,,,741,SF,,2026-08-14 12:55:42
102968,4151,336,542,PENDING_PAYMENT,25.0,EXPRESS,,,689,SF,,2026-08-12 11:09:42
102969,3372,793,917,PENDING_PAYMENT,200.0,EXPRESS,,,1580,SF,,2026-08-07 11:25:42
102970,2505,781,557,PENDING_PAYMENT,5.0,EXPRESS,,,1558,SF,,2026-08-08 01:58:42
102971,3882,762,613,PENDING_PAYMENT,120.0,EXPRESS,,,1527,SF,,2026-08-07 21:09:42
102972,2216,861,134,PENDING_PAYMENT,3.0,MEETUP,14,19:00-20:00,,,,2026-08-14 19:32:42
102973,3585,720,364,PENDING_PAYMENT,150.0,EXPRESS,,,1434,SF,,2026-08-08 00:36:42
102974,4561,31,13,PENDING_PAYMENT,5.0,EXPRESS,,,64,SF,,2026-08-13 08:09:42
102975,726,823,892,PENDING_PAYMENT,15.0,EXPRESS,,,1635,SF,,2026-08-10 10:26:42
102976,4013,834,844,PENDING_PAYMENT,200.0,MEETUP,19,17:00-18:00,,,,2026-08-10 04:31:42
102977,3424,107,68,PENDING_PAYMENT,80.0,EXPRESS,,,220,SF,,2026-08-14 17:15:42
102978,195,171,54,PENDING_PAYMENT,25.0,MEETUP,23,12:00-13:00,,,,2026-08-07 11:17:42
102979,371,165,900,PENDING_PAYMENT,12.0,MEETUP,1,12:00-13:00,,,,2026-08-12 08:53:42
102980,637,844,490,PENDING_PAYMENT,30.0,EXPRESS,,,1676,SF,,2026-08-12 09:01:42
102981,2526,1,993,PENDING_PAYMENT,5.0,MEETUP,20,12:00-13:00,,,,2026-08-13 04:47:42
102982,1065,311,159,PENDING_PAYMENT,3.0,EXPRESS,,,640,SF,,2026-08-12 14:03:42
102983,2487,230,511,PENDING_PAYMENT,60.0,MEETUP,12,19:00-20:00,,,,2026-08-07 05:12:42
102984,162,327,901,PENDING_PAYMENT,10.0,MEETUP,18,17:00-18:00,,,,2026-08-13 17:54:42
102985,3265,477,84,PENDING_PAYMENT,1.0,MEETUP,22,18:00-19:00,,,,2026-08-10 12:18:42
102986,2708,952,631,PENDING_PAYMENT,200.0,EXPRESS,,,1905,SF,,2026-08-10 10:03:42
102987,1412,149,290,PENDING_PAYMENT,2.0,EXPRESS,,,308,SF,,2026-08-08 14:56:42
102988,3665,828,16,PENDING_PAYMENT,20.0,EXPRESS,,,1646,SF,,2026-08-16 15:03:42
102989,755,973,813,PENDING_PAYMENT,200.0,MEETUP,17,12:00-13:00,,,,2026-08-12 04:17:42
102990,2450,595,99,PENDING_PAYMENT,25.0,MEETUP,12,12:00-13:00,,,,2026-08-11 02:37:42
102991,4236,929,23,PENDING_PAYMENT,100.0,MEETUP,29,18:00-19:00,,,,2026-08-07 20:51:42
102992,1516,786,901,PENDING_PAYMENT,1.0,MEETUP,25,17:00-18:00,,,,2026-08-09 13:35:42
102993,4154,928,89,PENDING_PAYMENT,80.0,MEETUP,21,12:00-13:00,,,,2026-08-12 15:28:42
102994,4214,580,118,PENDING_PAYMENT,120.0,EXPRESS,,,1163,SF,,2026-08-10 06:58:42
102995,3628,195,210,PENDING_PAYMENT,5.0,MEETUP,8,17:00-18:00,,,,2026-08-08 08:50:42
102996,2695,384,822,PENDING_PAYMENT,50.0,MEETUP,19,19:00-20:00,,,,2026-08-11 22:47:42
102997,4263,401,860,PENDING_PAYMENT,120.0,EXPRESS,,,810,SF,,2026-08-09 15:14:42
102998,4944,893,931,PENDING_PAYMENT,1.0,MEETUP,6,17:00-18:00,,,,2026-08-12 20:31:42
102999,4592,153,987,PENDING_PAYMENT,80.0,EXPRESS,,,317,SF,,2026-08-07 20:05:42
103000,4654,471,733,PENDING_PAYMENT,12.0,MEETUP,16,18:00-19:00,,,,2026-08-09 12:57:42
103001,442,352,416,PENDING_PAYMENT,3.0,MEETUP,19,12:00-13:00,,,,2026-08-09 04:33:42
103002,277,553,512,PENDING_PAYMENT,60.0,EXPRESS,,,1114,SF,,2026-08-07 14:24:42
103003,3745,733,664,PENDING_PAYMENT,80.0,EXPRESS,,,1456,SF,,2026-08-08 10:05:42
103004,1542,128,355,PENDING_PAYMENT,12.0,MEETUP,6,18:00-19:00,,,,2026-08-15 23:13:42
103005,4447,762,814,PENDING_PAYMENT,5.0,EXPRESS,,,1527,SF,,2026-08-12 11:30:42
103006,3408,543,526,PENDING_PAYMENT,25.0,EXPRESS,,,1097,SF,,2026-08-16 09:48:42
