id,seller_id,category_id,title,description,price,condition_level,cover_image,status,delivery_options,create_time,update_time
350,330,4,运动户外商品_0350,这是一个测试商品，编号350，属于运动户外分类。,200.0,4,/uploads/product/cover_16.jpg,ON_SALE,EXPRESS,2026-08-03 05:49:42,2026-08-12 12:52:42
351,716,13,交通工具商品_0351,这是一个测试商品，编号351，属于交通工具分类。,60.0,3,/uploads/product/cover_17.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-15 15:09:42,2026-08-12 03:40:42
352,88,4,运动户外商品_0352,这是一个测试商品，编号352，属于运动户外分类。,200.0,5,/uploads/product/cover_3.jpg,ON_SALE,MEETUP,2026-08-14 16:39:42,2026-08-15 05:25:42
353,548,3,日用百货商品_0353,这是一个测试商品，编号353，属于日用百货分类。,8.0,1,/uploads/product/cover_1.jpg,ON_SALE,MEETUP,2026-07-30 16:20:42,2026-08-13 15:53:42
354,630,11,图书小说商品_0354,这是一个测试商品，编号354，属于图书小说分类。,3.0,5,/uploads/product/cover_11.jpg,ON_SALE,MEETUP,2026-08-07 14:34:42,2026-08-13 17:29:42
355,658,11,图书小说商品_0355,这是一个测试商品，编号355，属于图书小说分类。,120.0,1,/uploads/product/cover_5.jpg,ON_SALE,MEETUP,2026-07-28 21:43:42,2026-08-14 19:51:42
356,382,3,日用百货商品_0356,这是一个测试商品，编号356，属于日用百货分类。,150.0,2,/uploads/product/cover_1.jpg,ON_SALE,MEETUP,2026-08-15 17:44:42,2026-08-15 17:44:42
357,982,7,文具办公商品_0357,这是一个测试商品，编号357，属于文具办公分类。,60.0,3,/uploads/product/cover_11.jpg,ON_SALE,EXPRESS,2026-08-15 21:35:42,2026-08-15 13:37:42
358,759,2,电子数码商品_0358,这是一个测试商品，编号358，属于电子数码分类。,20.0,3,/uploads/product/cover_5.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-04 05:25:42,2026-08-16 15:35:42
359,78,6,零食饮料商品_0359,这是一个测试商品，编号359，属于零食饮料分类。,150.0,5,/uploads/product/cover_19.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-16 15:00:42,2026-08-13 04:58:42
360,256,14,宠物用品商品_0360,这是一个测试商品，编号360，属于宠物用品分类。,80.0,5,/uploads/product/cover_5.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-12 14:38:42,2026-08-16 17:35:42
361,238,3,日用百货商品_0361,这是一个测试商品，编号361，属于日用百货分类。,30.0,2,/uploads/product/cover_2.jpg,ON_SALE,MEETUP,2026-08-04 14:14:42,2026-08-16 15:13:42
362,757,14,宠物用品商品_0362,这是一个测试商品，编号362，属于宠物用品分类。,10.0,1,/uploads/product/cover_4.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-08 01:36:42,2026-08-15 11:19:42
363,104,4,运动户外商品_0363,这是一个测试商品，编号363，属于运动户外分类。,80.0,2,/uploads/product/cover_12.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-31 06:48:42,2026-08-15 13:40:42
364,751,6,零食饮料商品_0364,这是一个测试商品，编号364，属于零食饮料分类。,150.0,4,/uploads/product/cover_10.jpg,ON_SALE,MEETUP,2026-08-12 12:36:42,2026-08-15 02:30:42
365,306,10,家居家电商品_0365,这是一个测试商品，编号365，属于家居家电分类。,200.0,4,/uploads/product/cover_14.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-11 10:18:42,2026-08-12 05:28:42
366,198,3,日用百货商品_0366,这是一个测试商品，编号366，属于日用百货分类。,150.0,1,/uploads/product/cover_19.jpg,ON_SALE,MEETUP,2026-08-09 05:07:42,2026-08-12 22:13:42
367,485,5,服装鞋帽商品_0367,这是一个测试商品，编号367，属于服装鞋帽分类。,100.0,5,/uploads/product/cover_18.jpg,ON_SALE,EXPRESS,2026-08-05 13:16:42,2026-08-13 11:33:42
368,415,6,零食饮料商品_0368,这是一个测试商品，编号368，属于零食饮料分类。,15.0,2,/uploads/product/cover_13.jpg,ON_SALE,MEETUP,2026-08-05 08:19:42,2026-08-16 10:24:42
369,783,3,日用百货商品_0369,这是一个测试商品，编号369，属于日用百货分类。,3.0,3,/uploads/product/cover_8.jpg,ON_SALE,EXPRESS,2026-07-31 17:16:42,2026-08-13 05:36:42
370,108,8,美妆护肤商品_0370,这是一个测试商品，编号370，属于美妆护肤分类。,150.0,3,/uploads/product/cover_8.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-04 00:11:42,2026-08-14 13:37:42
371,900,13,交通工具商品_0371,这是一个测试商品，编号371，属于交通工具分类。,12.0,3,/uploads/product/cover_13.jpg,ON_SALE,MEETUP,2026-08-05 21:41:42,2026-08-14 12:20:42
372,595,3,日用百货商品_0372,这是一个测试商品，编号372，属于日用百货分类。,8.0,5,/uploads/product/cover_18.jpg,ON_SALE,MEETUP,2026-08-09 14:37:42,2026-08-14 20:07:42
373,398,15,手工艺品商品_0373,这是一个测试商品，编号373，属于手工艺品分类。,25.0,5,/uploads/product/cover_5.jpg,ON_SALE,MEETUP,2026-08-13 08:25:42,2026-08-16 13:14:42
374,469,4,运动户外商品_0374,这是一个测试商品，编号374，属于运动户外分类。,8.0,5,/uploads/product/cover_8.jpg,ON_SALE,MEETUP,2026-08-08 12:13:42,2026-08-14 05:20:42
375,337,12,乐器音响商品_0375,这是一个测试商品，编号375，属于乐器音响分类。,60.0,4,/uploads/product/cover_8.jpg,ON_SALE,EXPRESS,2026-07-29 18:29:42,2026-08-16 06:09:42
376,552,5,服装鞋帽商品_0376,这是一个测试商品，编号376，属于服装鞋帽分类。,30.0,5,/uploads/product/cover_16.jpg,ON_SALE,EXPRESS,2026-08-08 23:17:42,2026-08-11 21:51:42
377,426,6,零食饮料商品_0377,这是一个测试商品，编号377，属于零食饮料分类。,20.0,2,/uploads/product/cover_17.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-13 05:58:42,2026-08-11 22:43:42
378,712,2,电子数码商品_0378,这是一个测试商品，编号378，属于电子数码分类。,12.0,1,/uploads/product/cover_8.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-01 12:25:42,2026-08-15 06:52:42
379,483,13,交通工具商品_0379,这是一个测试商品，编号379，属于交通工具分类。,50.0,1,/uploads/product/cover_4.jpg,ON_SALE,MEETUP,2026-07-29 23:28:42,2026-08-13 00:58:42
380,729,9,游戏动漫商品_0380,这是一个测试商品，编号380，属于游戏动漫分类。,5.0,2,/uploads/product/cover_13.jpg,ON_SALE,EXPRESS,2026-08-08 00:42:42,2026-08-16 14:48:42
381,293,13,交通工具商品_0381,这是一个测试商品，编号381，属于交通工具分类。,3.0,2,/uploads/product/cover_19.jpg,ON_SALE,MEETUP,2026-08-02 06:44:42,2026-08-13 22:38:42
382,859,12,乐器音响商品_0382,这是一个测试商品，编号382，属于乐器音响分类。,30.0,5,/uploads/product/cover_6.jpg,ON_SALE,MEETUP,2026-08-07 07:07:42,2026-08-13 11:57:42
383,836,10,家居家电商品_0383,这是一个测试商品，编号383，属于家居家电分类。,80.0,1,/uploads/product/cover_15.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-29 00:15:42,2026-08-14 18:42:42
384,405,9,游戏动漫商品_0384,这是一个测试商品，编号384，属于游戏动漫分类。,150.0,1,/uploads/product/cover_4.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-02 19:57:42,2026-08-12 20:37:42
385,581,2,电子数码商品_0385,这是一个测试商品，编号385，属于电子数码分类。,12.0,5,/uploads/product/cover_14.jpg,ON_SALE,MEETUP,2026-08-16 05:12:42,2026-08-12 11:42:42
386,337,10,家居家电商品_0386,这是一个测试商品，编号386，属于家居家电分类。,100.0,1,/uploads/product/cover_2.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-04 15:45:42,2026-08-14 00:54:42
387,117,13,交通工具商品_0387,这是一个测试商品，编号387，属于交通工具分类。,3.0,2,/uploads/product/cover_19.jpg,ON_SALE,EXPRESS,2026-08-07 19:18:42,2026-08-16 16:43:42
388,232,5,服装鞋帽商品_0388,这是一个测试商品，编号388，属于服装鞋帽分类。,100.0,3,/uploads/product/cover_7.jpg,ON_SALE,MEETUP,2026-08-03 03:13:42,2026-08-14 21:38:42
389,547,5,服装鞋帽商品_0389,这是一个测试商品，编号389，属于服装鞋帽分类。,20.0,1,/uploads/product/cover_19.jpg,ON_SALE,EXPRESS,2026-08-08 16:09:42,2026-08-16 16:00:42
390,445,10,家居家电商品_0390,这是一个测试商品，编号390，属于家居家电分类。,25.0,2,/uploads/product/cover_2.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-08 01:50:42,2026-08-16 06:55:42
391,999,10,家居家电商品_0391,这是一个测试商品，编号391，属于家居家电分类。,200.0,5,/uploads/product/cover_3.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-15 09:14:42,2026-08-15 17:46:42
392,543,14,宠物用品商品_0392,这是一个测试商品，编号392，属于宠物用品分类。,120.0,4,/uploads/product/cover_14.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-04 01:53:42,2026-08-15 23:17:42
393,41,5,服装鞋帽商品_0393,这是一个测试商品，编号393，属于服装鞋帽分类。,100.0,2,/uploads/product/cover_4.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-08 01:58:42,2026-08-14 09:20:42
394,268,1,教材教辅商品_0394,这是一个测试商品，编号394，属于教材教辅分类。,30.0,2,/uploads/product/cover_11.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-14 05:52:42,2026-08-13 00:13:42
395,99,14,宠物用品商品_0395,这是一个测试商品，编号395，属于宠物用品分类。,25.0,5,/uploads/product/cover_4.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-30 06:52:42,2026-08-16 08:05:42
396,493,14,宠物用品商品_0396,这是一个测试商品，编号396，属于宠物用品分类。,20.0,1,/uploads/product/cover_16.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-10 14:05:42,2026-08-16 00:12:42
397,317,3,日用百货商品_0397,这是一个测试商品，编号397，属于日用百货分类。,5.0,3,/uploads/product/cover_15.jpg,ON_SALE,EXPRESS,2026-08-16 12:56:42,2026-08-12 01:04:42
398,671,5,服装鞋帽商品_0398,这是一个测试商品，编号398，属于服装鞋帽分类。,15.0,1,/uploads/product/cover_4.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-30 04:01:42,2026-08-14 08:47:42
399,931,15,手工艺品商品_0399,这是一个测试商品，编号399，属于手工艺品分类。,25.0,1,/uploads/product/cover_20.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-03 03:01:42,2026-08-12 07:24:42
400,390,14,宠物用品商品_0400,这是一个测试商品，编号400，属于宠物用品分类。,200.0,4,/uploads/product/cover_7.jpg,ON_SALE,EXPRESS,2026-08-14 11:20:42,2026-08-16 16:57:42
401,653,5,服装鞋帽商品_0401,这是一个测试商品，编号401，属于服装鞋帽分类。,25.0,5,/uploads/product/cover_4.jpg,ON_SALE,EXPRESS,2026-08-04 15:05:42,2026-08-12 09:45:42
402,256,2,电子数码商品_0402,这是一个测试商品，编号402，属于电子数码分类。,30.0,3,/uploads/product/cover_10.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-13 20:40:42,2026-08-16 08:42:42
403,340,7,文具办公商品_0403,这是一个测试商品，编号403，属于文具办公分类。,10.0,5,/uploads/product/cover_14.jpg,ON_SALE,EXPRESS,2026-08-11 06:51:42,2026-08-13 01:39:42
404,834,6,零食饮料商品_0404,这是一个测试商品，编号404，属于零食饮料分类。,2.0,2,/uploads/product/cover_11.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-31 19:36:42,2026-08-16 18:47:42
405,649,5,服装鞋帽商品_0405,这是一个测试商品，编号405，属于服装鞋帽分类。,2.0,4,/uploads/product/cover_3.jpg,ON_SALE,EXPRESS,2026-08-02 00:21:42,2026-08-11 20:16:42
406,283,9,游戏动漫商品_0406,这是一个测试商品，编号406，属于游戏动漫分类。,60.0,3,/uploads/product/cover_14.jpg,ON_SALE,MEETUP,2026-07-28 09:23:42,2026-08-11 23:41:42
407,60,6,零食饮料商品_0407,这是一个测试商品，编号407，属于零食饮料分类。,5.0,1,/uploads/product/cover_19.jpg,ON_SALE,EXPRESS,2026-08-06 05:27:42,2026-08-13 20:57:42
408,412,6,零食饮料商品_0408,这是一个测试商品，编号408，属于零食饮料分类。,80.0,3,/uploads/product/cover_17.jpg,ON_SALE,MEETUP,2026-08-12 13:27:42,2026-08-16 04:46:42
409,400,3,日用百货商品_0409,这是一个测试商品，编号409，属于日用百货分类。,3.0,3,/uploads/product/cover_13.jpg,ON_SALE,MEETUP,2026-08-16 10:31:42,2026-08-16 03:54:42
410,680,2,电子数码商品_0410,这是一个测试商品，编号410，属于电子数码分类。,10.0,3,/uploads/product/cover_9.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-09 18:03:42,2026-08-13 02:14:42
411,979,14,宠物用品商品_0411,这是一个测试商品，编号411，属于宠物用品分类。,8.0,2,/uploads/product/cover_9.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-31 04:06:42,2026-08-16 18:55:42
412,992,7,文具办公商品_0412,这是一个测试商品，编号412，属于文具办公分类。,8.0,5,/uploads/product/cover_20.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-08 15:24:42,2026-08-15 01:46:42
413,8,7,文具办公商品_0413,这是一个测试商品，编号413，属于文具办公分类。,25.0,2,/uploads/product/cover_7.jpg,ON_SALE,EXPRESS,2026-08-13 15:33:42,2026-08-15 14:41:42
414,147,3,日用百货商品_0414,这是一个测试商品，编号414，属于日用百货分类。,120.0,2,/uploads/product/cover_6.jpg,ON_SALE,EXPRESS,2026-08-12 09:55:42,2026-08-12 10:25:42
415,335,9,游戏动漫商品_0415,这是一个测试商品，编号415，属于游戏动漫分类。,30.0,2,/uploads/product/cover_12.jpg,ON_SALE,EXPRESS,2026-07-28 23:36:42,2026-08-16 18:38:42
416,95,12,乐器音响商品_0416,这是一个测试商品，编号416，属于乐器音响分类。,10.0,5,/uploads/product/cover_9.jpg,ON_SALE,MEETUP,2026-07-28 15:41:42,2026-08-14 15:10:42
417,119,6,零食饮料商品_0417,这是一个测试商品，编号417，属于零食饮料分类。,100.0,1,/uploads/product/cover_11.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-06 03:56:42,2026-08-15 13:06:42
418,659,10,家居家电商品_0418,这是一个测试商品，编号418，属于家居家电分类。,60.0,2,/uploads/product/cover_1.jpg,ON_SALE,MEETUP,2026-08-07 15:15:42,2026-08-14 03:20:42
419,42,9,游戏动漫商品_0419,这是一个测试商品，编号419，属于游戏动漫分类。,12.0,2,/uploads/product/cover_1.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-30 18:01:42,2026-08-16 17:58:42
420,308,10,家居家电商品_0420,这是一个测试商品，编号420，属于家居家电分类。,20.0,3,/uploads/product/cover_11.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-07 16:16:42,2026-08-14 14:05:42
421,781,13,交通工具商品_0421,这是一个测试商品，编号421，属于交通工具分类。,60.0,1,/uploads/product/cover_9.jpg,ON_SALE,MEETUP,2026-08-01 01:29:42,2026-08-13 09:09:42
422,905,9,游戏动漫商品_0422,这是一个测试商品，编号422，属于游戏动漫分类。,30.0,1,/uploads/product/cover_6.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-30 21:20:42,2026-08-12 11:54:42
423,395,13,交通工具商品_0423,这是一个测试商品，编号423，属于交通工具分类。,100.0,3,/uploads/product/cover_16.jpg,ON_SALE,EXPRESS,2026-08-15 21:41:42,2026-08-13 01:18:42
424,792,11,图书小说商品_0424,这是一个测试商品，编号424，属于图书小说分类。,20.0,2,/uploads/product/cover_4.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-27 18:58:42,2026-08-13 09:56:42
425,940,14,宠物用品商品_0425,这是一个测试商品，编号425，属于宠物用品分类。,100.0,4,/uploads/product/cover_20.jpg,ON_SALE,EXPRESS,2026-08-16 08:03:42,2026-08-14 01:35:42
426,981,15,手工艺品商品_0426,这是一个测试商品，编号426，属于手工艺品分类。,2.0,4,/uploads/product/cover_12.jpg,ON_SALE,EXPRESS,2026-07-29 09:11:42,2026-08-16 01:07:42
427,285,10,家居家电商品_0427,这是一个测试商品，编号427，属于家居家电分类。,50.0,1,/uploads/product/cover_14.jpg,ON_SALE,EXPRESS,2026-08-03 00:15:42,2026-08-15 20:36:42
428,368,9,游戏动漫商品_0428,这是一个测试商品，编号428，属于游戏动漫分类。,30.0,5,/uploads/product/cover_18.jpg,ON_SALE,MEETUP,2026-08-16 06:51:42,2026-08-16 06:34:42
429,431,4,运动户外商品_0429,这是一个测试商品，编号429，属于运动户外分类。,12.0,2,/uploads/product/cover_15.jpg,ON_SALE,MEETUP,2026-08-05 03:58:42,2026-08-16 16:30:42
430,326,8,美妆护肤商品_0430,这是一个测试商品，编号430，属于美妆护肤分类。,30.0,4,/uploads/product/cover_3.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-02 21:20:42,2026-08-16 09:18:42
431,921,1,教材教辅商品_0431,这是一个测试商品，编号431，属于教材教辅分类。,120.0,2,/uploads/product/cover_12.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-16 02:38:42,2026-08-15 03:09:42
432,409,11,图书小说商品_0432,这是一个测试商品，编号432，属于图书小说分类。,50.0,5,/uploads/product/cover_13.jpg,ON_SALE,MEETUP,2026-08-08 09:26:42,2026-08-13 13:35:42
433,822,9,游戏动漫商品_0433,这是一个测试商品，编号433，属于游戏动漫分类。,5.0,3,/uploads/product/cover_6.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-12 10:44:42,2026-08-15 09:23:42
434,5,5,服装鞋帽商品_0434,这是一个测试商品，编号434，属于服装鞋帽分类。,10.0,1,/uploads/product/cover_15.jpg,ON_SALE,EXPRESS,2026-08-12 09:48:42,2026-08-14 08:40:42
435,965,10,家居家电商品_0435,这是一个测试商品，编号435，属于家居家电分类。,3.0,1,/uploads/product/cover_11.jpg,ON_SALE,EXPRESS,2026-08-06 08:26:42,2026-08-13 23:56:42
436,30,3,日用百货商品_0436,这是一个测试商品，编号436，属于日用百货分类。,3.0,4,/uploads/product/cover_19.jpg,ON_SALE,MEETUP,2026-08-16 13:38:42,2026-08-15 07:27:42
437,63,13,交通工具商品_0437,这是一个测试商品，编号437，属于交通工具分类。,100.0,2,/uploads/product/cover_8.jpg,ON_SALE,EXPRESS,2026-08-11 23:05:42,2026-08-13 21:17:42
438,299,3,日用百货商品_0438,这是一个测试商品，编号438，属于日用百货分类。,2.0,2,/uploads/product/cover_3.jpg,ON_SALE,MEETUP,2026-07-30 14:22:42,2026-08-13 11:53:42
439,287,15,手工艺品商品_0439,这是一个测试商品，编号439，属于手工艺品分类。,5.0,2,/uploads/product/cover_20.jpg,ON_SALE,MEETUP,2026-08-04 12:58:42,2026-08-11 23:50:42
440,454,2,电子数码商品_0440,这是一个测试商品，编号440，属于电子数码分类。,50.0,4,/uploads/product/cover_10.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-28 14:02:42,2026-08-15 18:36:42
441,90,8,美妆护肤商品_0441,这是一个测试商品，编号441，属于美妆护肤分类。,8.0,5,/uploads/product/cover_6.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-04 21:40:42,2026-08-12 12:58:42
442,416,10,家居家电商品_0442,这是一个测试商品，编号442，属于家居家电分类。,3.0,2,/uploads/product/cover_16.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-04 11:47:42,2026-08-14 17:42:42
443,125,10,家居家电商品_0443,这是一个测试商品，编号443，属于家居家电分类。,100.0,2,/uploads/product/cover_17.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-07 01:06:42,2026-08-14 18:44:42
444,155,7,文具办公商品_0444,这是一个测试商品，编号444，属于文具办公分类。,10.0,1,/uploads/product/cover_19.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-13 00:40:42,2026-08-15 12:32:42
445,634,8,美妆护肤商品_0445,这是一个测试商品，编号445，属于美妆护肤分类。,100.0,5,/uploads/product/cover_16.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-28 17:55:42,2026-08-15 22:54:42
446,189,7,文具办公商品_0446,这是一个测试商品，编号446，属于文具办公分类。,1.0,1,/uploads/product/cover_13.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-11 08:31:42,2026-08-13 20:24:42
447,66,12,乐器音响商品_0447,这是一个测试商品，编号447，属于乐器音响分类。,60.0,3,/uploads/product/cover_12.jpg,ON_SALE,EXPRESS,2026-08-07 18:09:42,2026-08-13 00:16:42
448,832,4,运动户外商品_0448,这是一个测试商品，编号448，属于运动户外分类。,30.0,1,/uploads/product/cover_10.jpg,ON_SALE,MEETUP,2026-08-10 14:08:42,2026-08-15 16:31:42
449,667,8,美妆护肤商品_0449,这是一个测试商品，编号449，属于美妆护肤分类。,12.0,5,/uploads/product/cover_3.jpg,ON_SALE,MEETUP,2026-08-06 06:37:42,2026-08-12 19:37:42
450,858,8,美妆护肤商品_0450,这是一个测试商品，编号450，属于美妆护肤分类。,100.0,1,/uploads/product/cover_4.jpg,ON_SALE,EXPRESS,2026-08-07 07:43:42,2026-08-11 19:57:42
451,107,11,图书小说商品_0451,这是一个测试商品，编号451，属于图书小说分类。,15.0,4,/uploads/product/cover_16.jpg,ON_SALE,MEETUP,2026-08-02 20:28:42,2026-08-14 17:33:42
452,182,11,图书小说商品_0452,这是一个测试商品，编号452，属于图书小说分类。,25.0,4,/uploads/product/cover_3.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-16 00:45:42,2026-08-12 16:03:42
453,718,8,美妆护肤商品_0453,这是一个测试商品，编号453，属于美妆护肤分类。,1.0,5,/uploads/product/cover_2.jpg,ON_SALE,MEETUP,2026-08-13 19:16:42,2026-08-16 14:47:42
454,252,11,图书小说商品_0454,这是一个测试商品，编号454，属于图书小说分类。,15.0,1,/uploads/product/cover_13.jpg,ON_SALE,MEETUP,2026-07-29 20:56:42,2026-08-13 18:31:42
455,645,11,图书小说商品_0455,这是一个测试商品，编号455，属于图书小说分类。,25.0,4,/uploads/product/cover_7.jpg,ON_SALE,MEETUP,2026-08-09 14:46:42,2026-08-14 21:24:42
456,127,6,零食饮料商品_0456,这是一个测试商品，编号456，属于零食饮料分类。,120.0,5,/uploads/product/cover_5.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-12 06:03:42,2026-08-11 19:37:42
457,663,6,零食饮料商品_0457,这是一个测试商品，编号457，属于零食饮料分类。,60.0,4,/uploads/product/cover_8.jpg,ON_SALE,MEETUP,2026-08-14 16:37:42,2026-08-14 23:36:42
458,198,1,教材教辅商品_0458,这是一个测试商品，编号458，属于教材教辅分类。,5.0,1,/uploads/product/cover_8.jpg,ON_SALE,MEETUP,2026-08-06 11:19:42,2026-08-11 23:57:42
459,714,14,宠物用品商品_0459,这是一个测试商品，编号459，属于宠物用品分类。,30.0,2,/uploads/product/cover_3.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-12 10:28:42,2026-08-13 23:13:42
460,642,14,宠物用品商品_0460,这是一个测试商品，编号460，属于宠物用品分类。,60.0,4,/uploads/product/cover_13.jpg,ON_SALE,EXPRESS,2026-08-10 14:25:42,2026-08-11 20:39:42
461,106,11,图书小说商品_0461,这是一个测试商品，编号461，属于图书小说分类。,25.0,5,/uploads/product/cover_7.jpg,ON_SALE,EXPRESS,2026-08-01 05:34:42,2026-08-12 15:59:42
462,350,15,手工艺品商品_0462,这是一个测试商品，编号462，属于手工艺品分类。,80.0,5,/uploads/product/cover_5.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-13 15:06:42,2026-08-13 21:00:42
463,32,13,交通工具商品_0463,这是一个测试商品，编号463，属于交通工具分类。,3.0,3,/uploads/product/cover_6.jpg,ON_SALE,EXPRESS,2026-08-03 06:37:42,2026-08-15 05:27:42
464,887,14,宠物用品商品_0464,这是一个测试商品，编号464，属于宠物用品分类。,100.0,3,/uploads/product/cover_3.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-01 13:38:42,2026-08-14 07:41:42
465,986,8,美妆护肤商品_0465,这是一个测试商品，编号465，属于美妆护肤分类。,100.0,3,/uploads/product/cover_13.jpg,ON_SALE,MEETUP,2026-08-03 23:25:42,2026-08-13 10:22:42
466,452,5,服装鞋帽商品_0466,这是一个测试商品，编号466，属于服装鞋帽分类。,60.0,5,/uploads/product/cover_14.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-11 10:03:42,2026-08-12 09:10:42
467,377,1,教材教辅商品_0467,这是一个测试商品，编号467，属于教材教辅分类。,20.0,3,/uploads/product/cover_14.jpg,ON_SALE,EXPRESS,2026-08-12 08:55:42,2026-08-13 00:47:42
468,994,6,零食饮料商品_0468,这是一个测试商品，编号468，属于零食饮料分类。,8.0,4,/uploads/product/cover_18.jpg,ON_SALE,MEETUP,2026-08-13 14:03:42,2026-08-16 05:06:42
469,130,15,手工艺品商品_0469,这是一个测试商品，编号469，属于手工艺品分类。,12.0,4,/uploads/product/cover_16.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-28 11:08:42,2026-08-13 20:54:42
470,629,10,家居家电商品_0470,这是一个测试商品，编号470，属于家居家电分类。,12.0,2,/uploads/product/cover_9.jpg,ON_SALE,EXPRESS,2026-08-08 14:51:42,2026-08-15 00:48:42
471,309,14,宠物用品商品_0471,这是一个测试商品，编号471，属于宠物用品分类。,8.0,3,/uploads/product/cover_1.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-12 12:37:42,2026-08-13 04:20:42
472,878,5,服装鞋帽商品_0472,这是一个测试商品，编号472，属于服装鞋帽分类。,5.0,3,/uploads/product/cover_16.jpg,ON_SALE,EXPRESS,2026-07-29 04:01:42,2026-08-15 07:48:42
473,885,5,服装鞋帽商品_0473,这是一个测试商品，编号473，属于服装鞋帽分类。,60.0,1,/uploads/product/cover_15.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-10 11:14:42,2026-08-12 02:47:42
474,96,8,美妆护肤商品_0474,这是一个测试商品，编号474，属于美妆护肤分类。,200.0,5,/uploads/product/cover_5.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-10 04:14:42,2026-08-14 20:52:42
475,949,6,零食饮料商品_0475,这是一个测试商品，编号475，属于零食饮料分类。,150.0,1,/uploads/product/cover_13.jpg,ON_SALE,MEETUP,2026-08-03 19:27:42,2026-08-16 06:43:42
476,417,11,图书小说商品_0476,这是一个测试商品，编号476，属于图书小说分类。,100.0,2,/uploads/product/cover_17.jpg,ON_SALE,MEETUP,2026-08-10 18:48:42,2026-08-16 13:59:42
477,813,1,教材教辅商品_0477,这是一个测试商品，编号477，属于教材教辅分类。,30.0,1,/uploads/product/cover_17.jpg,ON_SALE,MEETUP,2026-07-31 10:47:42,2026-08-13 10:06:42
478,988,4,运动户外商品_0478,这是一个测试商品，编号478，属于运动户外分类。,120.0,2,/uploads/product/cover_7.jpg,ON_SALE,MEETUP,2026-08-01 21:19:42,2026-08-13 18:05:42
479,522,12,乐器音响商品_0479,这是一个测试商品，编号479，属于乐器音响分类。,50.0,5,/uploads/product/cover_20.jpg,ON_SALE,MEETUP,2026-07-31 19:08:42,2026-08-15 20:42:42
480,391,14,宠物用品商品_0480,这是一个测试商品，编号480，属于宠物用品分类。,5.0,3,/uploads/product/cover_9.jpg,ON_SALE,EXPRESS,2026-08-07 04:59:42,2026-08-12 14:54:42
481,576,15,手工艺品商品_0481,这是一个测试商品，编号481，属于手工艺品分类。,2.0,4,/uploads/product/cover_9.jpg,ON_SALE,EXPRESS,2026-08-15 15:00:42,2026-08-15 14:39:42
